ccaa,fuente,url,metodo,terminos,resultados,accesible,observaciones
La Rioja,"BOR, via urbanistica: proyectos de interes supramunicipal (figura riojana equivalente a los proyectos de interes general de Aragon o de singular interes de Castilla-La Mancha)",https://web.larioja.org/bor-portada/boranuncio?n=anu-571389,"Busqueda por frase y lectura integra del unico expediente con mencion a centros de datos: aprobacion definitiva del Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico de La Rioja TECHRIOJA, en Albelda de Iregua (Resolucion 836/2025, de 4 de agosto; BOR num. 151 de 07-08-2025, anuncio III.2998). Los 'centros de procesado de datos' aparecen solo como uso pormenorizado admitido dentro del uso de oficinas en las normas urbanisticas del parque; no hay centro de datos proyectado, ni promotor, ni potencia, ni superficie asignada a ese uso. No se genera fila. PDF guardado en datos/crudos/boletines/RI-CTX/.","""interes supramunicipal""; ""centro de procesamiento de datos""","114 anuncios de interes supramunicipal; 1 con mencion a centros de datos, y solo como uso admitido",1,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
La Rioja,"Boletin Oficial de La Rioja (BOR), buscador propio a texto completo",https://web.larioja.org/bor-portada/bor?q=%22centro+de+datos%22,"curl GET sobre el buscador del BOR reproduciendo su formulario (parametros q y page). Busqueda por frase entre comillas, con lematizacion del motor (la frase 'centro de datos' recupera tambien 'centros de datos'). Cobertura del indice: 1996 a 2026-09-02, texto completo del PDF de cada anuncio, todas las secciones. Paginacion recorrida hasta agotar resultados.","""centro de datos""; ""centro de proceso de datos""; ""centro de procesamiento de datos""; ""procesado de datos""; ""data center""; ""datacenter""; ""CPD""; ""sala de servidores""; ""granja de servidores""; ""centro de respaldo""; ""colocation""; ""alojamiento de datos""; ""almacenamiento de datos""; ""servidores""; ""hiperescala""; ""nodo de internet""; ""interes supramunicipal""; ""Arsys""; ""IONOS""; ""subestacion""; ""autorizacion administrativa previa""","centro de datos 70; centro de proceso de datos 30; centro de procesamiento de datos 30; data center 2; datacenter 1; CPD 159; granja de servidores 9; centro de respaldo 1; colocation 1; alojamiento de datos 4; sala de servidores 0; hiperescala 0; nodo de internet 0; interes supramunicipal 114; Arsys 75. Solo 1 corresponde a un expediente de centro de datos (Arsys, BOR 104/2018)",1,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
La Rioja,"Boletin Oficial del Estado, secciones III (Otras disposiciones) y V (Anuncios)",https://www.boe.es/buscar/boe.php,"curl GET reproduciendo el formulario de busqueda avanzada del BOE (campo[0]=ORIS con las secciones 3 y 5, campo[3]=DOC de texto del documento, operadores AND, 50 resultados por pagina). Objetivo: conexiones a 400 kV y lineas que exceden una comunidad autonoma, que se publican en el BOE y no en el boletin autonomico.","""centro de datos"" AND Rioja; ""centro de datos"" AND ""Logrono""; ""centro de datos"" AND ""La Rioja"" (solo seccion V); ""centro de proceso de datos"" AND Rioja; ""Arsys""","""centro de datos"" AND Rioja: 12 (informes del Tribunal de Cuentas, ordenes de servicios minimos y revocaciones de NIF; ninguno riojano ni de centro de datos). Seccion V con Logrono o La Rioja: 0. ""centro de proceso de datos"" AND Rioja: 58, ninguno un expediente de instalacion. Arsys: 21, todos contratos del Museo del Prado y revocaciones de NIF",1,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
La Rioja,Buscadores generalistas (WebSearch del agente; DuckDuckGo html y lite; Mojeek; Bing via WebFetch),https://html.duckduckgo.com/html/,"El cupo de WebSearch estaba agotado a nivel de sesion antes de emitir la primera consulta (200 de 200 llamadas usadas), de modo que no se ha podido gastar ninguna de las 8 consultas previstas. Como sustituto se intentaron DuckDuckGo html y lite, Mojeek y Bing por curl y por WebFetch: los tres primeros bloquean al cliente automatico y Bing devolvio resultados sin relacion con la consulta. La via 4 (prensa) queda por tanto sin cubrir.","""centro de datos"" ""La Rioja"" Logrono proyecto inversion; Arsys Logrono centro de datos ampliacion megavatios",0 utilizables,0,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
La Rioja,"Indice interno de Data Center Map ya capturado (no se consulto la web, conforme al encargo)",C:\Users\q32021\Dropbox\Proyectos BdE\Data Center\datos\intermedios\dcm_indice.csv,"grep sobre el fichero por 'rioja' y 'logro'. El indice solo contiene los mercados de Madrid y Zaragoza capturados hasta ahora, de modo que la ficha de Logrono no esta en el fichero local y no ha podido cotejarse el nombre del operador.",rioja; logrono,0 filas de La Rioja en el indice local,1,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
La Rioja,"Metabuscador general y portales sectoriales del Gobierno de La Rioja (transparencia, planes y programas, dato abierto)",https://web.larioja.org/busqueda?searchMeta=%22centro+de+datos%22,"curl GET. Las paginas devuelven el armazon HTML pero cargan los resultados por JavaScript, sin endpoint de datos accesible desde curl. No utilizables desde el entorno; su contenido de boletin queda cubierto por el buscador del BOR.","""centro de datos""",sin resultados recuperables,0,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
La Rioja,"Notas de prensa institucionales del Gobierno de La Rioja (actualidad.larioja.org, hemeroteca)",https://actualidad.larioja.org/hemeroteca,curl y WebFetch. El dominio esta detras de Cloudflare y devuelve el reto 'Just a moment...' o HTTP 403 a clientes automaticos. No se ha podido barrer la hemeroteca institucional.,centro de datos,no accesible,0,"Resultado del barrido de La Rioja: una sola fila. El BOR esta indexado a texto completo desde 1996 y su buscador admite busqueda por frase, de modo que el resultado negativo es solido y no un fallo de acceso. Publica ademas, e indexa, los tres tipos de documento que interesan (anuncios de informacion publica y autorizacion de instalaciones electricas de la Direccion General de Transicion Energetica, declaraciones e informes de impacto ambiental y autorizaciones ambientales integradas, y licencias conjuntas ambientales y de obras de los ayuntamientos), lo que permite afirmar que la ausencia de expedientes es real y no de cobertura. En la ventana 2019 a 2026-09-02 no hay ni un solo expediente de centro de datos en La Rioja: ni electrico, ni ambiental, ni urbanistico, ni municipal, ni en el BOE. El unico expediente nominativo de un CPD en toda la serie del BOR es de 2018 y es el que se aporta: la informacion publica de la licencia conjunta ambiental y de obras de una sala de CPD de Arsys Internet, S.L.U. en la calle Circunde 16 de Logrono, expediente municipal URB20-2018/0170. Se incluye pese a quedar fuera de la ventana porque es el unico registro administrativo del sector en la comunidad y porque identifica al operador de la unica instalacion que el directorio privado atribuye a Logrono; si el criterio de la ventana es estricto, basta con eliminarla. Cobertura de campos: promotor y municipio si; potencia, superficie, presupuesto de ejecucion material e inversion no. Es el mismo patron que en Madrid, agravado: el anuncio municipal riojano es aun mas escueto que el madrileno y no llega a describir la instalacion. Dos hallazgos de contexto que no generan fila. Primero, el Proyecto de Interes Supramunicipal del Parque Cientifico Tecnologico TECHRIOJA en Albelda de Iregua, aprobado definitivamente por Resolucion 836/2025 de 4 de agosto (BOR num. 151 de 07-08-2025, anuncio III.2998): sus normas urbanisticas admiten los centros de procesado de datos como uso pormenorizado dentro del uso de oficinas, pero no hay ningun centro de datos proyectado ni promotor asociado. Es la unica figura territorial riojana equivalente a los proyectos de interes general aragoneses y el emplazamiento donde con mas probabilidad aparecera un expediente en el futuro: conviene vigilarla en barridos posteriores. Segundo, la Agencia de Desarrollo Economico de La Rioja ha publicado en el BOR subvenciones concedidas a Arsys Internet, S.L.U. en varias convocatorias (63.760 euros publicados en 2018, 191.900 euros en 2022, 171.864,05 euros en 2024 y 100.000 euros en 2026): son importes oficiales de ayuda, no de inversion, y las resoluciones no identifican el proyecto subvencionado, por lo que no se convierten en filas; si se quisiera cuantificar la inversion asociada habria que pedir a la ADER la memoria de cada expediente de ayuda, donde consta la inversion subvencionable. Esa peticion es, para esta comunidad, la unica via que podria dar euros. Limitaciones del barrido. La via 4 (prensa y notas institucionales) ha quedado sin cubrir por dos motivos ajenos al metodo: el cupo de WebSearch de la sesion estaba agotado antes de emitir la primera consulta, y actualidad.larioja.org, que aloja las notas de prensa del Gobierno de La Rioja, esta protegido por Cloudflare y devuelve 403 a curl y a WebFetch. Los portales de transparencia, planes y dato abierto de larioja.org cargan sus resultados por JavaScript y tampoco son consultables desde el entorno. Por tanto no puede descartarse que exista algun proyecto anunciado en prensa y aun sin expediente; lo que si puede afirmarse es que, de existir, no ha llegado todavia a ningun boletin. Para cerrar la comunidad en una segunda vuelta bastaria con repetir el barrido de prensa con cupo disponible y capturar la ficha de Logrono de Data Center Map para confirmar que la unica instalacion del directorio es la de Arsys."
MC,"Archivo local, expedientes no electricos",,"lectura de fichas (ambiental, urbanistico, municipal)",centro de datos; centro de proceso de datos; data center,10 documentos; 2 utilizables; 1 filas,1,Sin cita derivable del nombre no hay fila: por eso quedan fuera.
MD,"Archivo local, expedientes no electricos",,"lectura de fichas (ambiental, urbanistico, municipal)",centro de datos; centro de proceso de datos; data center,123 documentos; 8 utilizables; 4 filas,1,Sin cita derivable del nombre no hay fila: por eso quedan fuera.
ML,BOME (buscador),https://www.bomemelilla.es/buscar,GET con tipo=2 y rango de fechas,centro de datos; centros de datos; centro de proceso de datos; data center,3 documentos; 0 filas,1,Busca en el contenido del BOME. Desde 2019.
ML,BOME (buscador),https://www.bomemelilla.es/buscar,GET con tipo=2 y rango de fechas,centro de datos; centros de datos; centro de proceso de datos; centro de procesamiento de datos; centros de procesamiento de datos; data center,3 documentos; 0 filas,1,Busca en el contenido del BOME. Desde 2019.
NC,BON (buscador),https://bon.navarra.es/es/busquedas?p_p_id=es_navarra_bon_buscador_portlet_BuscadorPortlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_es_navarra_bon_buscador_portlet_BuscadorPortlet_mvcRenderCommandName=buscar,"POST portlet Liferay, campo contenido",centro de datos; centros de datos; centro de proceso de datos; data center,6 documentos; 0 filas,1,Busca en el texto completo. Acotado a 2019 en adelante.
